market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Corporate,1,No Deposit,0,Transient,A,1,0,55,0
Online TA,0,No Deposit,0,Group,A,1,1,20,0
Online TA,0,No Deposit,0,Group,D,0,1,11,0
Corporate,1,No Deposit,0,Transient,E,0,1,1,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,75,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,201,0
Online TA,0,No Deposit,0,Transient,D,0,1,146,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,167,0
Direct,0,No Deposit,0,Transient,D,0,0,22,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,68,0
Online TA,0,No Deposit,0,Transient,A,0,1,171,1
Online TA,0,No Deposit,0,Transient,G,0,1,99,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,78,0
Direct,0,No Deposit,0,Transient,F,1,0,34,0
Online TA,0,No Deposit,0,Contract,B,1,0,18,0
Direct,0,No Deposit,0,Transient,E,0,1,127,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,15,1
Online TA,0,No Deposit,0,Transient,A,0,1,159,0
Online TA,0,No Deposit,0,Transient,F,1,1,4,0
Online TA,0,No Deposit,0,Transient,A,1,1,17,0
Direct,0,No Deposit,0,Transient,D,0,1,73,0
Online TA,0,No Deposit,0,Transient,B,0,1,19,0
Online TA,0,No Deposit,0,Transient,A,0,1,58,0
Online TA,0,No Deposit,0,Transient,D,0,1,286,0
Online TA,0,No Deposit,0,Transient,A,1,0,56,0
Groups,0,No Deposit,0,Transient,A,0,1,102,0
Online TA,0,No Deposit,0,Contract,F,0,1,307,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,203,0
Online TA,0,No Deposit,0,Transient,Others,0,0,91,1
Others,0,No Deposit,0,Transient,A,1,0,3,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,1,1,0
Direct,0,No Deposit,0,Transient-Party,Others,1,1,12,0
Corporate,0,No Deposit,0,Transient,E,0,1,1,0
Direct,0,No Deposit,0,Transient,A,1,0,1,0
Direct,0,No Deposit,0,Transient,D,1,0,35,0
Online TA,0,No Deposit,0,Transient,A,0,1,264,0
Online TA,0,No Deposit,0,Transient,G,0,1,32,0
Offline TA/TO,0,No Deposit,0,Group,D,0,1,11,0
Online TA,0,No Deposit,0,Transient,A,0,1,23,0
Online TA,0,No Deposit,0,Contract,D,1,0,5,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,14,0
Online TA,0,No Deposit,0,Transient,D,1,1,20,0
Groups,0,No Deposit,0,Transient,D,0,0,31,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,73,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,42,0
Offline TA/TO,0,No Deposit,0,Group,D,0,1,134,0
Direct,0,No Deposit,0,Transient,F,1,1,9,0
Direct,0,No Deposit,0,Transient,A,1,0,15,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,119,0
Online TA,0,No Deposit,0,Transient,A,0,0,119,0
Direct,0,No Deposit,0,Transient,F,1,1,18,0
Online TA,0,No Deposit,0,Transient,D,0,0,149,1
Online TA,0,No Deposit,0,Transient,A,1,1,55,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,102,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,18,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,464,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,285,1
Online TA,0,No Deposit,0,Transient,G,1,0,3,0
Online TA,0,No Deposit,0,Contract,A,0,1,59,0
Online TA,0,No Deposit,0,Transient,A,0,1,325,1
Online TA,0,No Deposit,0,Transient,Others,0,0,151,1
Online TA,0,No Deposit,0,Transient,Others,0,0,140,1
Online TA,0,No Deposit,0,Transient,F,0,1,217,1
Others,0,No Deposit,0,Transient-Party,E,0,1,31,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,238,1
Online TA,0,No Deposit,0,Transient,E,0,1,65,0
Online TA,0,No Deposit,0,Transient,D,0,1,26,0
Online TA,0,No Deposit,0,Transient,A,0,1,7,0
Direct,0,No Deposit,0,Transient,Others,0,0,22,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,338,0
Online TA,0,No Deposit,0,Transient,A,0,1,53,1
Corporate,0,No Deposit,0,Transient-Party,A,0,0,21,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,156,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,15,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,186,0
Corporate,0,No Deposit,0,Group,A,0,1,49,0
Groups,0,No Deposit,0,Contract,D,0,0,131,0
Direct,0,No Deposit,0,Transient,G,0,1,7,1
Direct,0,No Deposit,0,Transient,A,0,1,38,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,434,0
Online TA,0,No Deposit,0,Group,D,0,0,0,0
Online TA,0,No Deposit,0,Transient,A,0,1,73,1
Online TA,0,No Deposit,0,Transient,Others,0,1,173,0
Online TA,0,No Deposit,0,Transient,A,0,0,49,0
Online TA,0,No Deposit,0,Transient,E,0,1,41,0
Online TA,0,No Deposit,0,Contract,F,0,0,21,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,16,0
Online TA,0,No Deposit,0,Transient,E,0,1,30,0
Corporate,0,No Deposit,0,Transient,D,0,0,0,0
Online TA,0,No Deposit,0,Contract,A,0,1,60,0
Direct,0,No Deposit,0,Transient,A,0,0,41,1
Corporate,0,No Deposit,0,Transient,A,1,1,2,0
Direct,0,No Deposit,0,Transient,F,0,0,97,0
Online TA,0,No Deposit,0,Transient,A,0,0,10,1
Groups,0,No Deposit,0,Transient-Party,D,0,0,257,0
Online TA,0,No Deposit,0,Transient,A,0,1,118,1
Direct,0,No Deposit,0,Transient,A,0,1,4,0
Direct,0,No Deposit,0,Transient,D,0,1,19,1
Corporate,0,No Deposit,0,Transient,E,0,1,18,1
Corporate,1,No Deposit,0,Transient,A,1,1,6,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,51,1
Online TA,0,No Deposit,0,Transient,A,0,1,64,1
Online TA,0,No Deposit,0,Transient,A,0,1,170,1
Direct,0,No Deposit,0,Transient,Others,0,1,3,0
Direct,0,No Deposit,0,Transient,E,1,1,79,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,96,0
Online TA,0,No Deposit,0,Transient,A,0,1,33,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,0,48,0
Online TA,0,No Deposit,0,Contract,D,0,1,7,0
Groups,0,No Deposit,0,Transient-Party,A,1,0,236,0
Online TA,0,No Deposit,0,Transient,A,1,1,33,0
Direct,0,No Deposit,0,Transient,D,0,0,77,0
Online TA,0,Non Refund,0,Transient-Party,E,0,1,0,0
Online TA,0,No Deposit,0,Transient,E,0,1,135,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,35,0
Online TA,0,No Deposit,0,Transient,E,0,1,76,1
Online TA,0,No Deposit,0,Transient,F,0,1,159,0
Online TA,0,No Deposit,0,Group,A,0,0,9,0
Groups,0,No Deposit,0,Transient,A,0,0,199,0
Online TA,0,No Deposit,0,Group,A,0,1,31,1
Offline TA/TO,1,No Deposit,0,Transient,A,0,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,57,1
Corporate,0,No Deposit,0,Transient-Party,D,0,0,43,0
Corporate,0,No Deposit,0,Transient-Party,D,1,1,2,0
Direct,0,No Deposit,0,Transient,E,1,0,3,0
Online TA,0,No Deposit,0,Contract,A,0,1,10,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,25,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,81,0
Groups,0,No Deposit,0,Transient-Party,E,0,0,254,0
Online TA,0,No Deposit,0,Transient,D,0,1,77,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,174,0
Others,0,No Deposit,0,Transient,A,0,1,0,1
Groups,0,No Deposit,0,Transient-Party,E,0,1,33,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,86,0
Online TA,0,No Deposit,0,Transient,D,0,0,79,1
Online TA,0,No Deposit,0,Transient,D,0,1,169,0
Direct,0,No Deposit,0,Transient,A,1,0,55,0
Groups,0,No Deposit,0,Contract,A,0,0,123,0
Direct,0,No Deposit,0,Transient,F,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,G,1,0,43,0
Online TA,0,No Deposit,0,Transient,D,0,0,170,1
Others,0,No Deposit,0,Transient,G,1,1,3,0
Online TA,0,No Deposit,0,Transient,B,0,1,151,1
Direct,0,No Deposit,0,Transient,E,1,1,22,0
Online TA,0,No Deposit,0,Transient,F,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,86,1
Direct,0,No Deposit,0,Transient,Others,0,1,10,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,54,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,111,1
Direct,0,No Deposit,0,Transient-Party,A,0,0,2,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,36,0
Groups,0,No Deposit,0,Transient,A,0,1,21,0
Online TA,0,No Deposit,0,Transient,E,0,1,123,0
Groups,0,Non Refund,0,Transient,D,0,0,212,1
Online TA,0,No Deposit,0,Transient-Party,D,0,0,170,0
Online TA,0,No Deposit,0,Transient,Others,0,1,291,0
Online TA,0,No Deposit,0,Transient,A,0,0,69,1
Online TA,0,No Deposit,0,Transient,F,0,0,30,1
Offline TA/TO,1,No Deposit,0,Transient,D,0,0,127,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,54,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,167,0
Direct,0,No Deposit,0,Transient,E,1,1,70,0
Online TA,0,No Deposit,0,Transient,E,1,1,189,0
Offline TA/TO,0,No Deposit,0,Transient,E,1,1,115,0
Direct,0,No Deposit,0,Transient,D,0,1,2,0
Online TA,0,No Deposit,0,Transient,Others,0,1,128,0
Online TA,0,No Deposit,0,Transient,E,0,1,253,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,237,1
Online TA,0,No Deposit,0,Transient,G,1,0,27,0
Others,0,No Deposit,0,Transient,D,1,0,0,0
Online TA,0,No Deposit,0,Transient,G,0,0,34,1
Direct,0,No Deposit,0,Transient,Others,1,1,6,0
Others,0,No Deposit,0,Transient,A,0,1,6,0
Online TA,0,No Deposit,0,Transient,A,0,1,148,0
Groups,0,Refundable,0,Group,A,0,0,9,0
Direct,0,No Deposit,0,Transient,E,0,0,5,1
Online TA,0,No Deposit,0,Transient,E,0,1,85,0
Online TA,0,No Deposit,0,Transient,A,0,1,192,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,120,0
Online TA,0,No Deposit,0,Transient,A,1,1,14,0
Direct,0,No Deposit,0,Transient,F,0,1,128,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,0,47,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,212,0
Direct,0,No Deposit,0,Transient-Party,E,1,1,143,0
Online TA,0,No Deposit,0,Group,D,1,0,0,0
Corporate,0,No Deposit,0,Transient-Party,D,0,0,73,0
Online TA,0,No Deposit,0,Transient,A,0,0,27,0
Online TA,0,No Deposit,0,Transient,A,1,1,222,0
Direct,1,No Deposit,0,Transient,E,0,1,5,0
Online TA,0,No Deposit,0,Transient,E,0,0,80,0
Online TA,0,No Deposit,0,Contract,F,0,0,10,0
Others,0,No Deposit,0,Transient-Party,A,0,1,2,0
Online TA,0,No Deposit,0,Transient,F,0,1,42,0
Online TA,0,No Deposit,0,Transient,D,1,1,3,0
Direct,1,No Deposit,0,Transient,A,0,0,37,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,49,0
Direct,0,No Deposit,0,Transient-Party,D,0,0,29,0
Online TA,0,No Deposit,0,Transient-Party,Others,1,1,20,0
Online TA,0,No Deposit,0,Transient-Party,G,0,0,17,0
Online TA,0,No Deposit,0,Transient,D,0,0,37,1
Online TA,0,No Deposit,0,Transient,A,0,1,133,0
Online TA,0,No Deposit,0,Transient,A,1,1,108,0
Online TA,0,No Deposit,0,Transient,Others,0,1,102,1
Direct,0,No Deposit,0,Transient,E,0,0,15,1
Online TA,0,No Deposit,0,Group,A,0,1,7,0
Direct,0,No Deposit,0,Transient,A,0,0,17,1
Corporate,0,Non Refund,0,Transient-Party,A,0,0,216,1
Direct,0,No Deposit,0,Transient,E,1,1,155,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,95,0
Online TA,0,No Deposit,0,Transient,E,0,1,9,0
Online TA,0,No Deposit,0,Transient-Party,Others,1,1,33,0
Direct,0,No Deposit,0,Transient-Party,B,0,0,83,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,113,0
Online TA,0,No Deposit,0,Transient,A,0,1,126,0
Online TA,0,No Deposit,0,Contract,D,0,1,28,0
Online TA,0,No Deposit,0,Transient,A,0,0,34,1
Online TA,0,No Deposit,0,Transient,A,1,0,23,0
Direct,0,No Deposit,0,Transient,D,1,0,3,0
Online TA,0,No Deposit,0,Transient,A,0,1,116,1
Direct,0,No Deposit,0,Transient,E,0,1,50,0
Online TA,0,No Deposit,0,Transient,A,0,1,190,1
Online TA,0,No Deposit,0,Transient,Others,0,0,39,1
Direct,0,No Deposit,0,Transient,F,0,0,47,1
Online TA,0,No Deposit,0,Transient,G,0,1,52,0
Corporate,0,No Deposit,0,Transient,E,0,1,33,0
Online TA,0,No Deposit,0,Transient,A,0,1,139,0
Offline TA/TO,0,No Deposit,0,Contract,A,1,1,177,0
Online TA,0,No Deposit,0,Transient,G,1,0,44,0
Direct,0,No Deposit,0,Group,Others,1,0,0,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,47,0
Offline TA/TO,1,No Deposit,0,Contract,D,0,0,152,1
Direct,0,No Deposit,0,Transient-Party,A,0,1,78,0
Direct,0,No Deposit,0,Transient,G,0,0,0,0
Online TA,0,No Deposit,0,Transient,E,1,0,23,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,183,0
Direct,0,No Deposit,0,Transient,E,0,1,5,0
Direct,0,No Deposit,0,Transient,F,0,0,223,0
Direct,1,No Deposit,0,Transient,A,0,1,6,1
Direct,0,No Deposit,0,Transient,E,0,0,41,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,24,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,96,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,79,0
Direct,0,No Deposit,0,Transient,D,0,1,111,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,172,0
Direct,0,No Deposit,0,Transient,D,0,1,54,0
Corporate,0,No Deposit,0,Transient,A,1,0,2,0
Online TA,0,No Deposit,0,Transient,D,0,0,48,1
Direct,0,No Deposit,0,Transient,D,1,0,27,0
Online TA,0,No Deposit,0,Transient,A,0,1,123,1
Groups,0,Non Refund,0,Transient,A,0,0,378,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,116,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,86,0
Direct,0,No Deposit,0,Transient,E,0,0,2,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,172,0
Direct,0,No Deposit,0,Transient,G,0,1,37,0
Direct,0,No Deposit,0,Transient,G,1,0,68,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,287,0
Online TA,0,No Deposit,0,Transient,D,0,1,3,0
Direct,0,No Deposit,0,Transient,D,0,1,172,0
Direct,0,No Deposit,0,Transient-Party,G,0,1,245,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,101,0
Direct,0,No Deposit,0,Transient,A,0,1,6,0
Groups,1,No Deposit,0,Transient-Party,D,0,0,277,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,229,0
Online TA,0,No Deposit,0,Transient,B,0,0,311,1
Online TA,0,No Deposit,0,Transient,A,0,1,114,1
Online TA,0,No Deposit,0,Transient,F,1,0,69,0
Direct,0,No Deposit,0,Transient,G,1,1,66,0
Online TA,0,No Deposit,0,Transient,B,0,1,5,0
Online TA,1,No Deposit,0,Transient,G,0,0,12,1
Direct,0,No Deposit,0,Transient,D,0,1,44,1
Online TA,0,No Deposit,0,Transient,E,0,1,95,1
Direct,0,No Deposit,0,Transient-Party,E,0,0,2,0
Online TA,0,No Deposit,0,Transient,D,1,1,6,0
Online TA,0,No Deposit,0,Transient,A,0,1,46,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,56,0
Online TA,0,No Deposit,0,Transient,A,0,0,15,0
Direct,0,No Deposit,0,Transient-Party,G,0,0,5,0
Direct,0,No Deposit,0,Transient,Others,0,0,72,0
Corporate,1,No Deposit,0,Transient,A,0,0,8,1
Online TA,0,No Deposit,0,Transient,D,1,1,28,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,78,0
Online TA,0,No Deposit,0,Transient,A,0,1,115,1
Online TA,0,No Deposit,0,Transient,Others,0,1,3,0
Direct,0,No Deposit,0,Transient-Party,F,0,1,133,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,100,1
Direct,0,No Deposit,0,Transient,E,1,1,19,0
Online TA,0,No Deposit,0,Transient,A,1,1,154,0
Direct,0,No Deposit,0,Transient-Party,G,0,1,273,0
Direct,0,No Deposit,0,Transient,E,0,1,96,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,53,0
Corporate,0,Non Refund,0,Transient-Party,E,0,0,185,0
Direct,0,No Deposit,0,Transient,D,1,1,30,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,208,0
Groups,0,No Deposit,0,Transient,D,0,0,0,0
Direct,0,No Deposit,0,Transient,A,1,0,205,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,148,0
Online TA,0,No Deposit,0,Group,A,0,1,27,0
Online TA,0,No Deposit,0,Group,A,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,199,0
Direct,0,No Deposit,0,Transient,E,0,0,19,1
Corporate,1,No Deposit,0,Transient,A,0,1,8,0
Online TA,0,No Deposit,0,Transient,E,0,0,28,1
Direct,0,No Deposit,0,Transient,Others,0,0,220,1
Direct,0,No Deposit,0,Transient-Party,D,0,1,65,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,152,0
Online TA,0,No Deposit,0,Transient,D,0,1,141,0
Direct,0,No Deposit,0,Transient,D,0,1,81,0
Others,0,No Deposit,0,Transient-Party,Others,0,0,3,0
Groups,0,No Deposit,0,Transient-Party,D,1,0,13,0
Others,0,No Deposit,0,Transient,B,0,0,1,0
Offline TA/TO,0,No Deposit,0,Contract,E,1,0,211,0
Online TA,0,No Deposit,0,Transient,Others,0,0,7,1
Online TA,0,No Deposit,0,Transient,A,0,0,88,0
Online TA,0,No Deposit,0,Transient,A,0,1,113,1
Online TA,0,No Deposit,0,Transient,F,0,0,126,1
Online TA,0,No Deposit,0,Contract,A,0,1,94,0
Groups,0,No Deposit,0,Transient-Party,A,1,0,62,0
Online TA,0,No Deposit,0,Transient,G,0,0,25,1
Online TA,0,No Deposit,0,Transient,G,0,0,47,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,166,0
Online TA,0,No Deposit,0,Transient,Others,0,1,141,1
Direct,0,No Deposit,0,Transient,D,1,1,31,0
Direct,0,Non Refund,0,Transient-Party,A,0,0,10,0
Online TA,0,No Deposit,0,Transient,D,0,0,23,1
Online TA,0,No Deposit,0,Transient,D,1,1,191,0
Online TA,0,No Deposit,0,Transient,E,0,0,99,0
Corporate,0,No Deposit,0,Transient,A,0,1,23,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,286,0
Direct,0,Refundable,0,Group,A,0,0,0,0
Online TA,0,No Deposit,0,Contract,B,1,1,3,0
Online TA,0,No Deposit,0,Transient,A,1,0,124,0
Online TA,0,No Deposit,0,Transient,A,0,1,175,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,159,0
Direct,0,No Deposit,0,Transient-Party,D,1,0,19,0
Direct,0,No Deposit,0,Transient,Others,0,0,323,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,95,0
Online TA,0,No Deposit,0,Transient,D,0,1,115,0
Offline TA/TO,0,No Deposit,0,Transient-Party,G,0,1,53,0
Online TA,0,No Deposit,0,Transient,D,1,1,169,0
Direct,0,No Deposit,0,Transient,E,1,1,110,0
Direct,0,No Deposit,0,Transient,Others,1,0,42,0
Direct,0,No Deposit,0,Transient,D,0,1,140,0
Offline TA/TO,0,No Deposit,0,Transient,F,1,0,0,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,72,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,0,38,0
Direct,0,No Deposit,0,Transient,A,0,0,94,0
Direct,0,No Deposit,0,Transient,D,0,1,18,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,115,0
Online TA,0,No Deposit,0,Transient,A,0,1,135,1
Corporate,0,No Deposit,0,Contract,A,0,0,44,0
Online TA,0,No Deposit,0,Transient,A,0,0,155,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,123,0
Direct,0,No Deposit,0,Transient,D,0,1,165,1
Online TA,0,No Deposit,0,Transient,F,0,1,37,1
Online TA,0,No Deposit,0,Transient,F,1,1,14,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,251,0
Online TA,0,No Deposit,0,Transient,Others,0,1,117,0
Online TA,0,No Deposit,0,Transient,Others,0,0,158,0
Online TA,0,No Deposit,0,Transient,A,0,1,110,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,231,0
Online TA,0,No Deposit,0,Transient,E,0,1,118,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,161,1
Direct,0,No Deposit,0,Transient,A,1,1,208,0
Direct,0,No Deposit,0,Group,A,0,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,160,1
Online TA,0,No Deposit,0,Transient-Party,D,0,0,7,0
Online TA,0,No Deposit,0,Transient,G,1,0,16,0
Direct,0,No Deposit,0,Transient,G,0,1,136,0
Online TA,0,No Deposit,0,Transient,A,0,0,51,1
Online TA,0,No Deposit,0,Transient,A,0,0,130,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,21,1
Online TA,0,No Deposit,0,Transient,Others,0,0,79,0
Online TA,0,No Deposit,0,Group,A,0,0,29,0
Online TA,0,No Deposit,0,Transient,E,0,1,149,1
Direct,0,No Deposit,0,Transient,F,1,1,78,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,102,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,139,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,106,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,131,0
Direct,0,No Deposit,0,Transient,Others,0,1,182,0
Online TA,0,No Deposit,0,Transient-Party,A,1,0,3,0
Direct,0,No Deposit,0,Transient,F,0,0,34,0
Online TA,0,No Deposit,0,Transient,E,0,1,180,1
Online TA,0,No Deposit,0,Transient,D,0,1,64,1
Online TA,0,No Deposit,0,Contract,D,0,1,21,0
Online TA,0,No Deposit,0,Transient,A,0,1,37,1
Direct,0,No Deposit,0,Transient,F,0,1,99,0
Online TA,0,No Deposit,0,Transient,A,0,0,10,0
Direct,0,No Deposit,0,Transient,B,0,0,219,1
Online TA,0,No Deposit,0,Transient,A,1,0,1,0
Online TA,0,No Deposit,0,Transient,B,0,1,217,1
Direct,0,No Deposit,0,Transient,D,0,0,182,1
Online TA,0,No Deposit,0,Transient,A,0,0,164,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,26,0
Offline TA/TO,0,Non Refund,0,Transient,A,0,0,193,1
Direct,0,No Deposit,0,Transient,B,0,0,6,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,0,140,0
Online TA,0,No Deposit,0,Transient,A,0,1,12,1
Online TA,0,No Deposit,0,Transient,A,0,0,80,0
Online TA,0,No Deposit,0,Transient,F,0,0,172,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,115,0
Online TA,0,No Deposit,0,Transient-Party,E,0,0,117,1
Online TA,0,No Deposit,0,Transient,F,0,0,3,0
Online TA,0,No Deposit,0,Transient,E,0,1,131,1
Direct,0,No Deposit,0,Transient,F,1,0,58,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,3,0
Online TA,0,No Deposit,0,Transient,F,0,1,53,0
Online TA,0,No Deposit,0,Transient,Others,0,1,89,0
Corporate,1,No Deposit,0,Transient,E,0,0,12,0
Direct,0,No Deposit,0,Transient,B,0,1,139,0
Direct,0,No Deposit,0,Group,F,0,1,3,0
Direct,0,No Deposit,0,Transient,A,0,1,148,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,3,1
Direct,0,No Deposit,0,Transient,Others,0,1,99,0
Corporate,0,No Deposit,0,Transient,A,0,0,28,0
Online TA,0,No Deposit,0,Transient,A,0,0,2,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,120,0
Corporate,0,No Deposit,0,Transient-Party,D,1,1,15,0
Direct,0,No Deposit,0,Transient,D,0,0,59,1
Direct,0,No Deposit,0,Transient,D,0,1,93,1
Online TA,0,No Deposit,0,Transient,G,1,1,13,0
Online TA,0,No Deposit,0,Transient,A,1,1,112,0
Online TA,0,No Deposit,0,Transient,E,1,1,10,0
Online TA,0,No Deposit,0,Transient,F,0,1,351,0
Direct,0,No Deposit,0,Transient,F,1,0,47,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,60,1
Online TA,0,No Deposit,0,Transient,D,0,1,14,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,2,0
Online TA,0,No Deposit,0,Transient,D,0,1,9,1
Online TA,0,No Deposit,0,Transient,A,1,0,113,0
Direct,0,No Deposit,0,Transient,Others,1,1,1,0
Online TA,1,No Deposit,0,Transient,B,0,1,14,1
Online TA,0,No Deposit,0,Transient,D,0,0,3,1
Online TA,0,No Deposit,0,Transient,Others,0,1,239,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,29,0
Online TA,0,No Deposit,0,Transient,G,0,0,17,0
Online TA,0,No Deposit,0,Transient,A,0,0,196,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,49,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,64,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,61,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,225,0
Offline TA/TO,1,No Deposit,0,Transient-Party,A,0,0,272,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,52,0
Online TA,0,No Deposit,0,Transient,A,0,0,44,1
Online TA,0,No Deposit,0,Contract,D,0,1,11,0
Online TA,0,No Deposit,0,Contract,B,0,1,130,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,40,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,275,1
Online TA,0,No Deposit,0,Contract,F,0,0,330,0
Direct,0,No Deposit,0,Transient,Others,0,0,16,1
Online TA,0,No Deposit,0,Transient-Party,E,0,1,24,0
Groups,0,No Deposit,0,Transient,A,0,0,215,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,17,1
Corporate,0,No Deposit,0,Transient,A,0,1,8,1
Direct,0,No Deposit,0,Transient,E,0,0,32,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,310,0
Online TA,0,No Deposit,0,Transient,Others,1,0,4,0
Online TA,0,No Deposit,0,Transient,Others,1,0,77,0
Offline TA/TO,0,No Deposit,0,Transient-Party,Others,0,0,11,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,96,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,170,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,3,1
Offline TA/TO,1,No Deposit,0,Transient,A,0,1,184,1
Direct,0,No Deposit,0,Transient,Others,0,1,87,0
